region	MM	PDR
chr2-27851547-27852745	0.00719762	0.0423131
chr2-27885338-27886536	0.142012	0.0769231
chr2-27886478-27887676	0.146538	0.254433
chr2-27993584-27994782	0.218167	0.206612
chr2-28112596-28113794	0.0359057	0.179104
chr2-28113767-28114965	0.190999	0.235412
chr2-28614725-28615923	0.0120753	0.0847724
chr2-28717938-28719136	0.819559	0.487805
chr2-28973719-28974917	0.0132245	0.0835616
chr2-29032717-29033915	0.15188	0.385542
chr2-29092969-29094167	0.16977	0.30668
chr2-29116509-29117707	0.288378	0.319933
chr2-29296929-29298127	0.814465	0.372222
chr2-29337292-29338490	0.153798	0.373174
chr2-30144234-30145432	0.0746544	0.213816
chr2-30368807-30370005	0.0449377	0.0654952
chr2-30453397-30454595	0.068249	0.224973
chr2-30669123-30670321	0.0634947	0.0983146
chr2-31030114-31031312	0.598875	0.602941
chr2-31360815-31362013	0.0298049	0.175949
chr2-31456203-31457401	0.0401282	0.127883
chr2-32235428-32236626	0.00790905	0.0565611
chr2-32264683-32265881	0.103091	0.0405405
chr2-32287776-32288974	0.00626305	0.0690335
chr2-32389933-32391131	0.0435636	0.10388
chr2-32490725-32491923	0.736299	0.48
chr2-32501979-32503177	0.196009	0.12069
chr2-32581096-32582294	0.0284613	0.0753138
chr2-32852129-32853327	0.0823282	0.196487
chr2-33171039-33172237	0.0456898	0.204802
chr2-33700295-33701493	0.0545918	0.0318182
chr2-33824231-33825429	0.0282937	0.0661871
chr2-36582069-36583267	0.0658816	0.231863
chr2-36825136-36826334	0.434481	0.339853
chr2-37193417-37194615	0.0196504	0.134933
chr2-37310594-37311792	0.00386989	0.0473062
chr2-37311287-37312485	0.00773926	0.0413712
chr2-37383992-37385190	0.207029	0.332714
chr2-37415492-37416690	0.907508	0.327684
chr2-37422631-37423829	0.351164	0.343662
chr2-37457809-37459007	0.00572831	0.0503778
chr2-37458658-37459856	0.037094	0.0663391
chr2-37544839-37546037	0.674118	0.38806
chr2-37570717-37571915	0.199202	0.343109
chr2-37899136-37900334	0.0528885	0.155556
chr2-38303125-38304323	0.014707	0.123164
chr2-38604206-38605404	0.0180505	0.0835443
chr2-38829973-38831171	0.0516916	0.0803859
chr2-38892052-38893250	0.368814	0.37149
chr2-38978438-38979636	0.11434	0.168699
chr2-39004327-39005525	0.309283	0.305795
chr2-39102132-39103330	0.0665817	0.10453
chr2-39102851-39104049	0.0882094	0.239726
chr2-39116021-39117219	0.809769	0.5
chr2-39347994-39349192	0.04516	0.12201
chr2-39664255-39665453	0.0278248	0.115899
chr2-39892059-39893257	0.265131	0.533235
chr2-40006209-40007407	0.162663	0.270115
chr2-40739303-40740501	0.726701	0.423077
chr2-42274160-42275358	0.0489936	0.325116
chr2-42395490-42396688	0.226823	0.322464
chr2-42595952-42597150	0.554271	0.277778
chr2-42721039-42722237	0.0114943	0.117725
chr2-42794657-42795855	0.353601	0.331933
chr2-42991203-42992401	0.816028	0.364706
chr2-43019534-43020732	0.0481239	0.223667
chr2-43453550-43454748	0.01068	0.0869565
chr2-43822915-43824113	0.0558387	0.0893921
chr2-43863412-43864610	0.205083	0.202171
chr2-44000178-44001376	0.277544	0.140515
chr2-44065103-44066301	0.840883	0.552593
chr2-44065760-44066958	0.78535	0.67446
chr2-44222946-44224144	0.152331	0.175101
chr2-44395016-44396214	0.00638413	0.0634441
chr2-44501599-44502797	0.912177	0.324675
chr2-44588103-44589301	0.00734771	0.0572082
chr2-44588435-44589633	0.00441159	0.0395928
chr2-45167902-45169100	0.159655	0.377399
chr2-45236371-45237569	0.0518079	0.245802
chr2-45838222-45839420	0.0603753	0.0591716
chr2-45877913-45879111	0.00473624	0.0849772
chr2-46523541-46524739	0.0855529	0.294503
chr2-46705725-46706923	0.848485	0.282051
chr2-46746898-46748096	0.688899	0.696552
chr2-46768867-46770065	0.0318364	0.160187
chr2-46843290-46844488	0.0110963	0.070018
chr2-46844060-46845258	0.0105906	0.0288066
chr2-46925091-46926289	0.246002	0.26227
chr2-47142721-47143919	0.0590717	0.236923
chr2-47167313-47168511	0.080018	0.238983
chr2-47382319-47383517	0.840938	0.489865
chr2-47403542-47404740	0.0208121	0.0746445
chr2-47595287-47596485	0.280015	0.419204
chr2-47629108-47630306	0.278234	0.358344
chr2-47797880-47799078	0.0635743	0.35109
chr2-48009221-48010419	0.128491	0.275325
chr2-48132734-48133932	0.0269443	0.0811808
chr2-48540849-48542047	0.030156	0.135537
chr2-48666936-48668134	0.0066838	0.0449438
chr2-48843977-48845175	0.758566	0.650235
chr2-48982634-48983832	0.270463	0.398329
chr2-49381478-49382676	0.400507	0.581395
chr2-51259339-51260537	0.159531	0.366234
chr2-53993929-53995127	0.043608	0.0566038
chr2-54013217-54014415	0.00869565	0.0493631
chr2-54086928-54088126	0.444995	0.418803
chr2-54086972-54088170	0.475069	0.419355
chr2-54087099-54088297	0.513693	0.43295
chr2-54197779-54198977	0.016653	0.103741
chr2-54341641-54342839	0.239035	0.0552764
chr2-54483211-54484409	0.924232	0.310861
chr2-54682422-54683620	0.0539559	0.206983
chr2-54950679-54951877	0.0058148	0.0680336
chr2-55277482-55278680	0.0444015	0.0552326
chr2-55458538-55459736	0.0342809	0.0349076
chr2-55459251-55460449	0.00664331	0.0350493
chr2-55496117-55497315	0.189711	0.191489
chr2-55646551-55647749	0.00593092	0.0780985
chr2-55745790-55746988	0.0728185	0.163849
chr2-55844525-55845723	0.00570932	0.0477299
chr2-55920847-55922045	0.256742	0.255898
chr2-56151076-56152274	0.266888	0.256637
chr2-58133786-58134984	0.904183	0.261538
chr2-58468287-58469485	0.156803	0.0600858
chr2-60780435-60781633	0.0167439	0.12987
chr2-60982365-60983563	0.105528	0.18287
chr2-61107656-61108854	0.0173428	0.0964912
chr2-61243857-61245055	0.00437919	0.0321199
chr2-61245191-61246389	0.0592068	0.0493827
chr2-61403664-61404862	0.0216371	0.127297
chr2-61697706-61698904	0.00448194	0.0679406
chr2-61765220-61766418	0.0112641	0.0519481
chr2-62080990-62082188	0.00795848	0.0602537
chr2-62115741-62116939	0.338889	0.548872
chr2-62131782-62132980	0.0927928	0.0481928
chr2-62422248-62423446	0.168018	0.319392
chr2-62733278-62734476	0.0986619	0.115854
chr2-62932001-62933199	0.0119577	0.0739065
chr2-63276937-63278135	0.0189203	0.155134
chr2-63815367-63816565	0.00489063	0.0431034
chr2-63815735-63816933	0.00993417	0.0522244
chr2-64067844-64069042	0.00732345	0.0548523
chr2-64246008-64247206	0.0187631	0.135652
chr2-64371390-64372588	0.2556	0.118421
chr2-64680226-64681424	0.125508	0.158491
chr2-64750465-64751663	0.00542829	0.0447609
chr2-64880849-64882047	0.00761828	0.0844854
chr2-65215535-65216733	0.0100026	0.0691995
chr2-65282506-65283704	0.0687276	0.116883
chr2-65357042-65358240	0.0988879	0.132692
chr2-65453971-65455169	0.0143606	0.0528233
chr2-65659113-65660311	0.01576	0.103152
chr2-66661532-66662730	0.013323	0.0657718
chr2-67623451-67624649	0.327348	0.178313
chr2-68289917-68291115	0.132191	0.115183
chr2-68383976-68385174	0.00875377	0.0510114
chr2-68384494-68385692	0.00731193	0.0457746
chr2-68479465-68480663	0.00839858	0.0479042
chr2-68488164-68489362	0.933723	0.294118
chr2-68546940-68548138	0.0993262	0.190476
chr2-68591305-68592503	0.772399	0.252918
chr2-68693693-68694891	0.00379297	0.0414703
chr2-68869721-68870919	0.13756	0.370258
chr2-69098451-69099649	0.85736	0.31746
chr2-69179904-69181102	0.856715	0.393443
chr2-69200705-69201903	0.75285	0.241379
chr2-69239310-69240508	0.115734	0.217391
chr2-69614184-69615382	0.164895	0.317431
chr2-69664562-69665760	0.138352	0.14653
chr2-69870651-69871849	0.00780959	0.0538278
chr2-69968106-69969304	0.0213356	0.101852
chr2-70055774-70056972	0.038576	0.0601375
chr2-70119692-70120890	0.871898	0.2
chr2-70141203-70142401	0.00500227	0.0381356
chr2-70189199-70190397	0.89542	0.238095
chr2-70313585-70314783	0.00779748	0.0584879
chr2-70418005-70419203	0.458714	0.360841
chr2-70475575-70476773	0.0803157	0.206186
chr2-70484269-70485467	0.0590062	0.19
chr2-70520705-70521903	0.186618	0.301587
chr2-70529024-70530222	0.334336	0.536797
chr2-70780949-70782147	0.140096	0.277174
chr2-70995111-70996309	0.154966	0.226667
chr2-71017577-71018775	0.32943	0.588235
chr2-71047534-71048732	0.786579	0.408451
chr2-71062754-71063952	0.757752	0.666667
chr2-71126720-71127918	0.0456967	0.256506
chr2-71162012-71163210	0.607726	0.812903
chr2-71204742-71205940	0.0761099	0.273504
chr2-71221877-71223075	0.0413375	0.0633803
chr2-71222268-71223466	0.136683	0.0870279
chr2-71294431-71295629	0.0259638	0.110512
chr2-71356444-71357642	0.00774324	0.0613718
chr2-71357169-71358367	0.00445688	0.058209
chr2-71454015-71455213	0.147983	0.278621
chr2-71557894-71559092	0.192493	0.384259
chr2-71692832-71694030	0.122883	0.481211
chr2-72374969-72376167	0.030888	0.15971
chr2-73052972-73054170	0.341382	0.340731
chr2-73113489-73114687	0.0774594	0.163265
chr2-73143604-73144802	0.0349597	0.232927
chr2-73298767-73299965	0.0544828	0.149688
chr2-73339948-73341146	0.0265891	0.0948454
chr2-73428386-73429584	0.237333	0.380805
chr2-73440350-73441548	0.27104	0.368421
chr2-73460158-73461356	0.00464962	0.056928
chr2-73460366-73461564	0.00436414	0.0519481
chr2-73511361-73512559	0.0264525	0.128603
chr2-73520631-73521829	0.086386	0.186207
chr2-73611886-73613084	0.0863357	0.0655738
chr2-73869322-73870520	0.662158	0.665414
chr2-73964315-73965513	0.167152	0.249377
chr2-74007086-74008284	0.106143	0.0915332
chr2-74055147-74056345	0.201782	0.256367
chr2-74119135-74120333	0.800173	0.460733
chr2-74152953-74154151	0.160949	0.154374
chr2-74272450-74273648	0.759458	0.362385
chr2-74374923-74376121	0.171205	0.309824
chr2-74405797-74406995	0.1565	0.279026
chr2-74424689-74425887	0.295721	0.254692
chr2-74570338-74571536	0.823423	0.401961
chr2-74590306-74591504	0.923497	0.28125
chr2-74607284-74608482	0.453297	0.388535
chr2-74668828-74670026	0.242403	0.418994
chr2-74681150-74682348	0.134181	0.121008
chr2-74684456-74685654	0.0155485	0.0563674
chr2-74692339-74693537	0.0825227	0.193634
chr2-74700251-74701449	0.859985	0.287755
chr2-74730245-74731443	0.306912	0.488421
chr2-74735509-74736707	0.54795	0.628571
chr2-74740611-74741809	0.0969105	0.470258
chr2-74753265-74754463	0.807995	0.205212
chr2-74755504-74756702	0.0850822	0.199352
chr2-74756868-74758066	0.0200638	0.0809969
chr2-74780213-74781411	0.440034	0.495082
chr2-74780864-74782062	0.0597877	0.211129
chr2-74874966-74876164	0.446971	0.62536
chr2-74880355-74881553	0.184514	0.172962
chr2-75060108-75061306	0.140617	0.286624
chr2-75184619-75185817	0.102972	0.132432
chr2-75426628-75427826	0.0359276	0.150739
chr2-75872909-75874107	0.407106	0.228802
chr2-75937917-75939115	0.417597	0.233375
chr2-79346584-79347782	0.656224	0.962963
chr2-80531676-80532874	0.244455	0.364583
chr2-84686406-84687604	0.0416058	0.0561798
chr2-84742579-84743777	0.246951	0.244819
chr2-85108171-85109369	0.0122395	0.0638298
chr2-85131749-85132947	0.0245155	0.119808
chr2-85197216-85198414	0.00479893	0.0637037
chr2-85359533-85360731	0.0550027	0.216393
chr2-85554949-85556147	0.0108509	0.0385321
chr2-85580926-85582124	0.0440089	0.115101
chr2-85581545-85582743	0.0446701	0.0872818
chr2-85637478-85638676	0.612557	0.378049
chr2-85660918-85662116	0.652299	0.586538
chr2-85765288-85766486	0.00712569	0.0615006
chr2-85788434-85789632	0.158903	0.216
chr2-85803614-85804812	0.486178	0.371025
chr2-85810531-85811729	0.147856	0.279539
chr2-85821857-85823055	0.0567619	0.103081
chr2-85829341-85830539	0.00976235	0.106936
chr2-85842309-85843507	0.360943	0.45974
chr2-85895666-85896864	0.878458	0.131313
chr2-85920414-85921612	0.825721	0.253012
chr2-85980017-85981215	0.113887	0.362025
chr2-86115939-86117137	0.0377717	0.115068
chr2-86332305-86333503	0.00397377	0.0395939
chr2-86333080-86334278	0.00726168	0.0464824
chr2-86422695-86423893	0.28419	0.360802
chr2-86425580-86426778	0.409698	0.315625
chr2-86565008-86566206	0.36705	0.432139
chr2-86666924-86668122	0.0871818	0.107649
chr2-86850780-86851978	0.24762	0.227743
chr2-86946296-86947494	0.00426743	0.0491329
chr2-86948047-86949245	0.0101294	0.0361702
chr2-86948047-86949245	0.0101294	0.0361702
chr2-87035321-87036519	0.242299	0.419244
chr2-87088840-87090038	0.15382	0.454343
chr2-88125273-88126471	0.868389	0.345029
chr2-88355050-88356248	0.223509	0.316017
chr2-88366299-88367497	0.868515	0.363914
chr2-88427437-88428635	0.798926	0.526786
chr2-88469979-88471177	0.359455	0.303602
chr2-88823169-88824367	0.857786	0.476923
chr2-88926896-88928094	0.012333	0.0443996
chr2-88990162-88991360	0.136241	0.188571
chr2-95536188-95537386	0.318626	0.664083
chr2-95690429-95691627	0.199206	0.402353
chr2-95787547-95788745	0.0907052	0.0819672
chr2-95825154-95826352	0.182835	0.456973
chr2-95830183-95831381	0.0574324	0.0435572
chr2-95939201-95940399	0.696871	0.417808
chr2-95962052-95963250	0.280629	0.212121
chr2-96067474-96068672	0.0516923	0.188184
chr2-96256766-96257964	0.827179	0.457143
chr2-96657343-96658541	0.00483144	0.0559254
chr2-96781786-96782984	0.102794	0.367435
chr2-96803977-96805175	0.288377	0.429348
chr2-96810981-96812179	0.0923364	0.312336
chr2-96874358-96875556	0.118774	0.0915888
chr2-96930870-96932068	0.010617	0.111989
chr2-96931534-96932732	0.0249256	0.159033
chr2-96971055-96972253	0.066358	0.187023
chr2-96990935-96992133	0.0632424	0.149606
chr2-97000525-97001723	0.0726265	0.232394
chr2-97201486-97202684	0.133769	0.376068
chr2-97303848-97305046	0.10385	0.316484
chr2-97405603-97406801	0.104442	0.229755
chr2-97425639-97426837	0.129163	0.107759
chr2-97480987-97482185	0.0144991	0.0832215
chr2-97509573-97510771	0.859813	0.552347
chr2-97523634-97524832	0.0962874	0.299078
chr2-97535510-97536708	0.0203863	0.170068
chr2-97760378-97761576	0.288866	0.408585
chr2-98261503-98262701	0.0320138	0.106534
chr2-98280372-98281570	0.0384543	0.180929
chr2-98329023-98330221	0.613465	0.580247
chr2-98612156-98613354	0.0903035	0.24537
chr2-98702655-98703853	0.0458338	0.220963
chr2-98961618-98962816	0.432561	0.433036
chr2-99060321-99061519	0.0491987	0.0611702
chr2-99224042-99225240	0.0231338	0.0634391
chr2-99224757-99225955	0.00895043	0.0706522
chr2-99342961-99344159	0.699838	0.196581
chr2-99756948-99758146	0.00629485	0.0805369
chr2-99770418-99771616	0.0808905	0.161739
chr2-99770461-99771659	0.0788237	0.155
chr2-99771182-99772380	0.00766656	0.0617849
chr2-99796542-99797740	0.155312	0.180851
chr2-99797323-99798521	0.010058	0.0524738
chr2-99871372-99872570	0.845411	0.328125
chr2-99921007-99922205	0.883644	0.244755
chr2-99952727-99953925	0.00909962	0.0388889
chr2-99952816-99954014	0.00916564	0.0418079
chr2-100106299-100107497	0.019801	0.168992
chr2-100721847-100723045	0.252935	0.309353
chr2-100938997-100940195	0.233841	0.402439
chr2-101033920-101035118	0.168631	0.400818
chr2-101085944-101087142	0.807903	0.505155
chr2-101178152-101179350	0.163088	0.112403
chr2-101435614-101436812	0.0294273	0.159453
chr2-101617745-101618943	0.216493	0.32392
chr2-101767517-101768715	0.0124375	0.096248
chr2-101868264-101869462	0.0613817	0.136218
chr2-101924960-101926158	0.0992702	0.241319
chr2-102003859-102005057	0.0564109	0.212425
chr2-102090967-102092165	0.354692	0.398093
chr2-102313543-102314741	0.00480513	0.0897155
chr2-102607306-102608504	0.650235	0.381238
chr2-102758246-102759444	0.134929	0.299639
chr2-102802433-102803631	0.528805	0.420896
chr2-102971389-102972587	0.0301142	0.0817439
chr2-103235166-103236364	0.0244211	0.16838
chr2-103353115-103354313	0.0283509	0.0686016
chr2-103377472-103378670	0.730994	0.282353
chr2-105470969-105472167	0.0977407	0.497881
chr2-105653441-105654639	0.0810028	0.107001
chr2-105857200-105858398	0.819868	0.441103
chr2-105946293-105947491	0.0624903	0.168067
chr2-105952816-105954014	0.16954	0.130579
chr2-106015483-106016681	0.375165	0.466216
chr2-106360354-106361552	0.044567	0.206019
chr2-106681112-106682310	0.340826	0.365008
chr2-106810597-106811795	0.0669933	0.0856031
chr2-107084634-107085832	0.947356	0.512
chr2-107502904-107504102	0.0479727	0.224367
chr2-108442393-108443591	0.952664	0.462006
chr2-108601995-108603193	0.210977	0.478972
chr2-108862651-108863849	0.809369	0.5625
chr2-108904095-108905293	0.706057	0.654088
chr2-108993468-108994666	0.555806	0.37415
chr2-109064017-109065215	0.392988	0.385321
chr2-109270493-109271691	0.655982	0.311688
chr2-109334937-109336135	0.232386	0.274112
chr2-109605630-109606828	0.491343	0.409978
chr2-109744997-109746195	0.0147177	0.135053
chr2-110371585-110372783	0.0755188	0.316474
chr2-110962421-110963619	0.0238617	0.0655271
chr2-111435493-111436691	0.00861141	0.0487145
chr2-111489150-111490348	0.292012	0.550918
chr2-111877506-111878704	0.0498445	0.222222
chr2-112642069-112643267	0.407912	0.308738
chr2-112655056-112656254	0.142135	0.301109
chr2-112811800-112812998	0.00556365	0.0653266
chr2-112894962-112896160	0.163058	0.322635
chr2-113012490-113013688	0.261672	0.377814
chr2-113032171-113033369	0.0911692	0.192197
chr2-113191024-113192222	0.39071	0.529865
chr2-113238731-113239929	0.00496908	0.0704
chr2-113298492-113299690	0.160977	0.183468
chr2-113341018-113342216	0.184045	0.243537
chr2-113402434-113403632	0.0241916	0.124797
chr2-113478063-113479261	0.819095	0.426735
chr2-113522056-113523254	0.0506645	0.0523013
chr2-113541969-113543167	0.356248	0.310976
chr2-113594282-113595480	0.669399	0.34
chr2-113734606-113735804	0.48107	0.377193
chr2-113810246-113811444	0.755329	0.695652
chr2-113815685-113816883	0.672495	0.558824
chr2-113828895-113830093	0.763713	0.75
chr2-113874474-113875672	0.548077	0.258503
chr2-113930548-113931746	0.747167	0.272152
chr2-114036329-114037527	0.854828	0.543379
chr2-114194268-114195466	0.0859325	0.0287356
chr2-114255661-114256859	0.430577	0.723214
chr2-114383806-114385004	0.0855661	0.198971
chr2-114514202-114515400	0.131128	0.280294
chr2-114646537-114647735	0.0202778	0.0580357
chr2-115918179-115919377	0.181841	0.487332
chr2-118571226-118572424	0.00409596	0.0523416
chr2-118771511-118772709	0.0312879	0.149383
chr2-118845050-118846248	0.100365	0.102479
chr2-119605056-119606254	0.0836659	0.345486
chr2-119698742-119699940	0.63406	0.789474
chr2-119916267-119917465	0.273209	0.543346
chr2-119980407-119981605	0.217315	0.329545
chr2-120123829-120125027	0.00926116	0.0672547
chr2-120188445-120189643	0.209895	0.398765
chr2-120281872-120283070	0.408224	0.624172
chr2-120301047-120302245	0.0957111	0.220641
chr2-120435743-120436941	0.237065	0.415677
chr2-120516207-120517405	0.156281	0.196881
chr2-120769581-120770779	0.227645	0.273529
chr2-120980786-120981984	0.0992669	0.283513
chr2-121009334-121010532	0.0437021	0.22975
chr2-121102719-121103917	0.0168099	0.232558
chr2-121548985-121550183	0.556752	0.439216
chr2-122042585-122043783	0.129328	0.351449
chr2-122406854-122408052	0.00459285	0.0424403
chr2-122494301-122495499	0.243017	0.427128
chr2-122512109-122513307	0.249734	0.283871
chr2-124781864-124783062	0.164058	0.517241
chr2-127412509-127413707	0.361046	0.322896
chr2-127864733-127865931	0.186746	0.228525
chr2-127963145-127964343	0.831671	0.452991
chr2-128051554-128052752	0.151766	0.190789
chr2-128145843-128147041	0.308339	0.375
chr2-128175003-128176201	0.823797	0.535316
chr2-128283846-128285044	0.0123533	0.0529483
chr2-128292378-128293576	0.81886	0.498986
chr2-128402439-128403637	0.78057	0.511384
chr2-128421922-128423120	0.4382	0.528604
chr2-128457597-128458795	0.398742	0.375321
chr2-128568523-128569721	0.176946	0.270403
chr2-128615533-128616731	0.276746	0.392273
chr2-128784671-128785869	0.00563444	0.105042
chr2-128847885-128849083	0.0430656	0.161922
chr2-129075953-129077151	0.0329911	0.248773
